praatword,parsedword,lstm256Surprisal,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
remarkable,UNK,2.06613826752,9,1.509684,1.414906,-0.145263,9,1.523072,1.533222,-0.172815,9,1.521362,1.905722,-0.187436,9,1.525565,2.1212,-0.212049,9,1.529286,2.28374,-0.249048,9,1.532159,2.315468,-0.263308
in,in,3.40155100822,14,5.018401,2.11001,0.695104,13,4.980666,2.398776,0.865554,14,4.921897,2.874031,0.968309,13,4.887246,3.133938,1.01274,14,4.882279,3.307582,1.02384,14,4.870583,3.364887,1.04942
that,that,3.88065910339,11,4.675715,2.671425,0.561415,11,4.500046,2.976852,0.578076,11,4.490669,3.426425,0.552394,12,4.474295,3.692603,0.558665,12,4.457606,3.858016,0.550434,12,4.430809,3.966024,0.601137
nor,nor,8.09028816223,15,9.750119,2.539671,-0.131754,15,9.658081,3.036702,0.05985,15,9.514851,3.537009,0.110584,16,9.434366,3.843709,0.151106,16,9.406867,4.03834,0.180324,16,9.396033,4.159364,0.19334
did,did,7.53850269318,15,9.127878,1.572102,-0.967569,15,8.885467,2.083696,-0.953006,16,8.08799,2.459506,-1.0775,16,8.0161,2.814395,-1.02931,16,7.863777,3.017284,-1.02106,16,7.81643,3.216804,-0.94256
alice,alice,6.51053237915,11,6.104299,2.796628,1.22453,14,4.995258,2.886136,0.80244,13,5.688853,3.692425,1.23292,13,5.690674,4.042314,1.22792,14,5.687779,4.369314,1.35203,14,5.703269,4.488737,1.27193
think,think,9.09613895416,12,11.179547,1.264305,-1.53232,14,11.207919,1.65029,-1.23585,14,11.274758,2.282054,-1.41037,14,11.225152,2.61478,-1.42753,14,11.265088,2.897786,-1.47153,16,11.216587,3.096292,-1.39245
it,it,2.34875774384,10,3.400294,2.173027,0.908722,11,3.976415,2.726397,1.07611,11,3.782106,3.441493,1.15944,11,3.835482,3.780531,1.16575,11,3.833964,4.066453,1.16867,11,3.83079,4.244153,1.14786
so,so,6.13776063919,13,7.367624,2.868487,0.69546,12,7.868076,3.541802,0.815405,15,7.879754,4.361696,0.920203,15,7.794771,4.684736,0.904205,15,7.813599,4.94909,0.882637,15,7.816608,5.134321,0.890168
very,very,3.87611222267,12,6.326651,1.883555,-0.984932,12,5.157445,2.288615,-1.25319,15,5.391098,2.912981,-1.44872,15,5.362963,3.407272,-1.27746,16,5.370915,3.67175,-1.27734,16,5.304753,3.916537,-1.21778
much,much,4.30631351471,13,2.360061,1.659887,-0.223668,13,2.526762,2.218225,-0.07039,17,2.464397,2.906427,-0.006554,17,2.417335,3.389239,-0.018033,18,2.416082,3.676646,0.004896,18,2.427765,3.909954,-0.006583
out,out,5.69865036011,14,6.952868,2.092127,0.43224,14,6.780098,2.72552,0.507295,17,6.715087,3.5127,0.606273,17,6.72763,4.003219,0.61398,18,6.724256,4.27392,0.597274,18,6.726327,4.505322,0.595368
of,of,0.301865577698,14,2.209597,0.867142,-1.22499,14,2.153339,1.807403,-0.918117,17,2.23036,2.469911,-1.04279,17,2.246378,2.952551,-1.05067,17,2.256339,3.209732,-1.06419,17,2.233134,3.461866,-1.04346
the,the,1.47030115128,8,1.554236,1.598711,0.731569,7,1.531157,2.590107,0.782704,8,1.550639,3.24242,0.772509,8,1.563325,3.720861,0.76831,8,1.558403,3.979287,0.769555,8,1.558727,4.23391,0.772044
way,way,5.16604995728,16,4.397679,1.386431,-0.21228,16,4.399427,2.381642,-0.208465,19,4.400122,2.971611,-0.270809,19,4.390145,3.430984,-0.289877,19,4.389967,3.698163,-0.281124,19,4.390921,3.947471,-0.286439
to,to,4.95965909958,15,4.417544,2.570689,1.18426,13,4.347268,3.549435,1.16779,17,4.231372,4.218925,1.24731,17,4.191243,4.632635,1.20165,17,4.192456,4.905764,1.2076,17,4.179653,5.148763,1.20129
hear,hear,6.01978397369,18,5.264273,1.620224,-0.950465,17,5.201409,2.355007,-1.19443,20,5.184525,2.922962,-1.29596,20,5.170966,3.330636,-1.302,20,5.18142,3.581094,-1.32467,20,5.164951,3.819422,-1.32934
the,the,1.21083450317,6,1.82033,2.350736,0.730512,7,1.823225,3.106549,0.751542,7,1.798552,3.68927,0.766308,7,1.796474,4.100114,0.769478,7,1.790158,4.355528,0.774434,7,1.792695,4.594451,0.775029
rabbit,rabbit,5.17077064514,20,4.892401,1.953351,-0.397385,19,4.783906,2.684592,-0.421957,22,4.792184,3.300185,-0.389085,22,4.795823,3.71384,-0.386274,22,4.791552,3.983658,-0.37187,22,4.786819,4.21594,-0.378511
say,say,5.37903165817,20,11.635764,2.166429,0.213078,19,11.727818,2.640997,-0.043595,22,11.073459,3.278899,-0.021286,22,11.190199,3.792498,0.078658,22,11.222944,4.054696,0.071038,22,11.034929,4.13009,-0.08585
to,to,3.81433558464,17,3.238403,2.383813,0.217384,15,2.991919,3.014651,0.373654,19,3.282439,3.881322,0.602423,19,3.268818,4.305342,0.512844,19,3.240855,4.575605,0.520909,19,2.82869,4.265519,0.135429
itself,itself,5.70795869827,21,4.016841,1.549235,-0.834578,19,3.95326,2.297807,-0.716844,23,4.069643,3.111692,-0.76963,24,4.048273,3.504868,-0.800474,24,4.043368,3.754135,-0.82147,23,4.086461,3.52434,-0.741179
oh,oh,7.69361925125,21,7.070271,1.893912,0.344677,19,6.981267,2.596555,0.298748,24,7.029983,3.529813,0.418121,24,7.025229,3.926275,0.421407,24,6.99008,4.244454,0.490319,24,6.984768,3.895193,0.370853
dear,dear,4.87496185303,21,5.896679,2.141887,0.247975,19,5.906598,2.831825,0.23527,24,5.937751,3.498013,-0.0318,24,5.951496,3.876723,-0.049552,24,5.947924,4.203097,-0.041357,24,5.624138,3.930246,0.035053
oh,oh,4.29290008545,9,3.641513,1.655328,-0.486559,9,3.60824,1.736848,-1.09498,9,3.591969,1.773244,-1.72477,9,3.585538,1.782774,-2.09395,9,3.582814,1.788696,-2.4144,9,3.581256,1.791951,-2.13829
dear,dear,5.79876089096,11,5.697426,1.708862,0.053534,11,5.645008,2.025488,0.28864,11,5.606237,2.209935,0.436691,11,5.592185,2.296859,0.514085,11,5.582572,2.36545,0.576754,11,5.576176,2.410846,0.618895
i,i,2.82695960999,9,2.741468,1.152228,-0.556634,9,2.732975,1.169307,-0.856181,9,2.729633,1.179935,-1.03,9,2.728525,1.183035,-1.11382,9,2.72794,1.184116,-1.18133,9,2.727662,1.184855,-1.22599
shall,shall,3.33836936951,10,3.852846,0.961092,-0.191136,10,3.855348,1.002588,-0.166719,10,3.856602,1.017871,-0.162064,11,3.856978,1.024815,-0.15822,11,3.857217,1.028014,-0.156102,11,3.857323,1.030096,-0.154759
be,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
too,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
late,late,8.45692253113,12,8.266471,0.557779,-0.311937,12,8.176505,0.834498,-0.078628,13,8.081687,1.201703,0.271338,13,8.062709,1.296666,0.358868,13,8.046703,1.385608,0.444325,14,8.045669,1.394376,0.4514
when,when,4.77644920349,9,5.336513,1.365275,0.807496,9,5.322217,1.433418,0.59892,9,5.310992,1.537413,0.33571,9,5.306102,1.572719,0.276053,9,5.302988,1.591675,0.206067,9,5.300996,1.600443,0.206067
she,she,1.21326684952,10,1.97943,1.093383,-0.271892,10,1.979636,1.182718,-0.2507,10,1.981928,1.236971,-0.300442,10,1.983266,1.26291,-0.309809,10,1.983975,1.281808,-0.309867,10,1.984214,1.295988,-0.304455
thought,thought,3.19666194916,11,4.205455,1.131652,0.038269,12,4.206581,1.212054,0.029336,12,4.205572,1.281862,0.044891,12,4.205507,1.306939,0.044029,12,4.205497,1.326286,0.044478,12,4.205687,1.33993,0.043942
it,it,2.15652275085,11,3.379259,2.491051,1.3594,11,3.314244,2.666922,1.45487,11,3.277127,2.77429,1.49243,11,3.264388,2.815462,1.50852,11,3.258555,2.843722,1.51744,11,3.254604,2.861644,1.52171
over,over,5.97572660446,13,8.438274,0.78544,-1.70561,13,8.380014,1.270674,-1.39625,14,8.315953,1.715207,-1.05908,14,8.273559,1.966095,-0.849367,14,8.26515,2.048612,-0.79511,14,8.253103,2.141512,-0.720132
afterwards,UNK,4.89306640625,6,2.708896,2.002944,1.2175,7,2.757565,2.376507,1.10583,7,2.766297,2.787678,1.07247,6,2.763045,3.029516,1.06342,7,2.756756,3.096444,1.04783,7,2.758397,3.163424,1.02191
it,it,3.73768019676,14,3.43566,2.158149,0.155205,14,3.418707,2.42416,0.047653,13,3.416191,2.844686,0.057008,13,3.428266,3.071857,0.042341,13,3.426063,3.176372,0.079928,13,3.426347,3.250619,0.087195
occurred,UNK,2.87357378006,8,3.39743,2.089387,-0.068762,7,3.349882,2.561577,0.137417,8,3.341073,2.919483,0.074797,9,3.337063,3.141022,0.069165,9,3.334602,3.282246,0.105874,8,3.343127,3.309968,0.059349
to,to,2.77052521706,14,2.424472,2.313707,0.22432,16,2.433756,2.62784,0.066263,16,2.436141,3.040136,0.120653,17,2.443853,3.232849,0.091827,17,2.441591,3.357019,0.074773,17,2.428625,3.437389,0.127421
her,her,3.4853644371,14,2.933001,1.597699,-0.716008,14,2.898647,2.057398,-0.570442,17,2.878996,2.486053,-0.554083,17,2.862613,2.71899,-0.513859,17,2.860852,2.842557,-0.514462,17,2.851804,2.964602,-0.472787
that,that,5.12801837921,12,4.781956,2.043447,0.445748,13,4.717511,2.722733,0.665335,15,4.696215,3.205397,0.719344,16,4.690155,3.464507,0.745517,16,4.676201,3.593459,0.750902,15,4.672612,3.725292,0.76069
she,she,1.22026109695,9,0.959733,1.309629,-0.733818,10,0.985831,1.862239,-0.860494,10,1.008534,2.293628,-0.911769,11,1.021699,2.512156,-0.952351,11,1.031672,2.664789,-0.92867,11,1.039578,2.775625,-0.949667
ought,ought,6.65847682953,10,6.297662,1.353009,0.04338,14,6.298752,1.900164,0.037925,14,6.300272,2.33874,0.045112,14,6.301229,2.549128,0.036972,17,6.302572,2.696966,0.032177,17,6.3024,2.809449,0.033824
to,to,0.492756843567,14,0.397711,1.424028,0.071019,15,0.393001,1.965878,0.065714,16,0.391873,2.401229,0.062489,17,0.39089,2.615043,0.065915,17,0.390554,2.762393,0.065427,17,0.390114,2.87523,0.065781
have,have,4.37961959839,16,3.29106,1.291043,-0.132985,19,3.289425,1.867412,-0.098466,22,3.29014,2.300847,-0.100382,22,3.290635,2.516899,-0.098144,22,3.29063,2.665721,-0.096672,22,3.290764,2.77912,-0.09611
wondered,UNK,3.16534137726,6,2.955341,2.362622,1.07158,6,2.937781,2.89379,1.02638,6,2.915774,3.340838,1.03999,6,2.899112,3.565557,1.04866,6,2.892252,3.718866,1.05314,6,2.886876,3.836191,1.05707
at,at,3.50162243843,17,4.00081,1.969027,-0.393595,19,3.996794,2.64006,-0.25373,20,3.98919,3.089026,-0.251812,21,3.990902,3.332971,-0.232586,21,3.990959,3.504296,-0.21457,21,3.989998,3.638689,-0.197502
this,this,3.29435873032,17,3.39413,1.718631,-0.250396,19,3.398802,2.404807,-0.235253,22,3.40283,2.85668,-0.232346,22,3.40304,3.124425,-0.208546,22,3.404136,3.278619,-0.225677,22,3.404418,3.41654,-0.222149
but,but,4.17853355408,20,3.972981,1.142174,-0.576457,23,3.952972,1.829889,-0.574918,26,4.003707,2.151971,-0.704709,26,4.006498,2.424074,-0.700351,26,4.005514,2.598925,-0.679694,26,4.004233,2.743901,-0.672639
at,at,7.54991912842,9,4.386395,1.671705,0.529531,9,4.402,2.30441,0.474521,9,4.389585,2.67717,0.525199,11,4.393996,2.925301,0.501227,14,4.394718,3.079985,0.48106,15,4.397187,3.202242,0.458341
the,the,1.39964199066,5,1.817056,1.650643,-0.021062,5,1.807501,2.305862,0.001452,5,1.801102,2.663156,-0.014014,5,1.802356,2.906596,-0.018705,5,1.804528,3.048493,-0.031492,5,1.804857,3.163462,-0.03878
time,time,4.81354236603,11,5.023063,1.304961,-0.345682,14,5.024604,1.946569,-0.359293,14,5.024033,2.381717,-0.281439,14,5.024513,2.62141,-0.285186,14,5.024821,2.776381,-0.272112,21,5.024427,2.903752,-0.25971
it,it,3.20528316498,11,2.681257,1.018558,-0.286403,13,2.700367,1.564274,-0.382295,13,2.695198,2.030666,-0.351051,13,2.692257,2.278984,-0.342426,13,2.690997,2.440559,-0.335822,16,2.694307,2.547378,-0.356374
all,all,5.78353023529,8,5.663811,1.494988,0.47643,8,5.669715,2.041454,0.47718,8,5.672599,2.502454,0.471788,8,5.670109,2.753621,0.474637,8,5.669286,2.911588,0.471029,9,5.666258,3.023136,0.475758
seemed,seemed,6.95971679688,12,4.976248,0.953487,-0.541501,13,4.975893,1.517133,-0.524321,14,4.973884,1.975052,-0.527402,15,4.976947,2.22838,-0.525241,15,4.978033,2.389118,-0.52247,15,4.980747,2.501652,-0.521484
quite,quite,6.20992851257,9,6.386588,1.836988,0.883501,11,6.33245,2.70694,1.18981,14,6.310939,3.081024,1.10597,15,6.299812,3.310273,1.08189,15,6.275561,3.544935,1.15582,15,6.265588,3.664865,1.16321
natural,natural,6.55971431732,12,9.705014,1.504449,-0.332539,13,9.594076,2.145547,-0.561393,13,9.580389,2.630281,-0.450743,13,9.576237,2.89833,-0.411943,13,9.585426,3.087853,-0.457082,13,9.595182,3.190253,-0.474612
but,but,5.18528556824,13,7.066374,1.833618,0.329169,13,6.768779,2.479907,0.33436,14,6.383301,2.524354,-0.105927,14,6.30067,2.849713,-0.048617,14,6.240555,3.132823,0.04497,14,6.237998,3.250723,0.06047
when,when,3.91403651237,9,5.153906,1.441684,-0.391934,9,5.005169,2.389363,-0.090544,13,4.97823,2.630644,0.10629,11,4.978334,2.947123,0.09741,10,4.951896,3.285807,0.152984,12,4.949778,3.408451,0.157728
the,the,3.03694820404,7,2.507731,1.87996,0.438276,7,2.506158,2.798196,0.408833,7,2.499184,2.988869,0.358225,7,2.498723,3.296076,0.348953,8,2.532766,3.576631,0.290824,8,2.529656,3.702003,0.293552
rabbit,rabbit,3.98413276672,10,3.603487,1.467696,-0.412264,10,3.57728,2.363486,-0.43471,10,3.585048,2.64768,-0.341189,10,3.58669,2.958701,-0.337375,10,3.585202,3.221512,-0.355119,11,3.586421,3.347567,-0.354436
actually,UNK,2.82192778587,6,3.119238,2.142149,0.674453,6,3.10787,3.02939,0.665904,6,3.068102,3.303703,0.656023,6,3.062188,3.619291,0.66059,6,3.060867,3.882569,0.661057,6,3.058333,4.009504,0.661937
took,took,7.29804563522,16,8.477817,0.894704,-1.24744,16,8.682604,1.561601,-1.46779,16,8.220625,2.429492,-0.874211,16,8.219529,2.756815,-0.862476,16,8.156268,3.031758,-0.850811,16,8.082963,3.224315,-0.785189
a,a,3.05147457123,8,2.33146,1.700426,0.805722,8,2.335976,2.362749,0.801148,7,2.351707,3.233648,0.804156,8,2.353232,3.556409,0.799594,8,2.356431,3.84116,0.809402,8,2.358234,4.033464,0.809149
watch,watch,7.90979242325,14,8.069039,1.254908,-0.445518,14,7.999583,1.915532,-0.447217,14,8.051032,2.76874,-0.464908,14,8.045068,3.113291,-0.443118,14,8.062247,3.4037,-0.43746,14,8.073983,3.588037,-0.445427
out,out,5.44798231125,14,2.342594,1.10648,-0.148428,14,2.343076,1.769661,-0.145871,14,2.343684,2.658412,-0.110328,14,2.34782,2.984613,-0.128678,14,2.358822,3.274644,-0.129056,14,2.362804,3.457191,-0.130846
of,of,0.284021377563,14,2.613495,1.215072,0.108592,14,2.615739,1.872127,0.102466,14,2.612661,2.679818,0.021406,14,2.612067,3.017408,0.032795,14,2.606496,3.307247,0.032603,14,2.601833,3.489626,0.032435
its,its,3.13921022415,14,3.74304,1.524367,0.309295,14,3.777117,2.188171,0.316044,14,3.761174,3.037577,0.357759,14,3.763132,3.371303,0.353895,14,3.761578,3.664251,0.357004,15,3.764786,3.844283,0.354657
WAISTCOAT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POCKET,UNK,1.99147844315,9,2.294891,1.518226,-0.006141,9,2.301172,2.202346,0.014175,9,2.293165,3.067834,0.030257,9,2.293635,3.392523,0.02122,9,2.291915,3.686609,0.022358,9,2.292219,3.869216,0.024933
and,and,2.04804801941,14,1.462398,0.409822,-1.1084,14,1.46709,1.100935,-1.10141,14,1.526007,1.96585,-1.10198,14,1.513353,2.327157,-1.06537,14,1.552754,2.589362,-1.09725,14,1.580617,2.747755,-1.12146
looked,looked,5.19260835648,14,3.294152,0.145532,-0.26429,14,3.294484,0.839604,-0.261331,15,3.317759,1.653727,-0.312123,15,3.322313,2.007755,-0.319402,15,3.328998,2.242819,-0.346543,15,3.335494,2.388877,-0.358878
at,at,3.02679157257,12,2.348978,0.369061,0.223529,12,2.353184,1.064556,0.224952,12,2.349196,1.883664,0.229937,12,2.34766,2.242275,0.23452,11,2.347687,2.477071,0.234252,11,2.34544,2.626146,0.237269
it,it,3.31080198288,12,3.331201,0.401436,0.032375,12,3.3371,1.097584,0.033028,13,3.335139,1.912048,0.028384,13,3.333594,2.272312,0.030037,13,3.334087,2.507745,0.030674,13,3.335257,2.655126,0.02898
and,and,1.9607052803,15,3.272589,0.859035,0.457599,15,3.282745,1.542108,0.444524,15,3.30998,2.296499,0.384451,15,3.272239,2.718078,0.445766,15,3.276399,2.943512,0.435767,15,3.289033,3.091026,0.4359
then,then,3.20365715027,11,3.951842,1.317327,0.458292,11,3.951975,2.010843,0.468735,11,3.958705,2.742296,0.445797,11,3.979049,3.141029,0.422951,11,3.977635,3.367117,0.423605,11,3.978511,3.517516,0.42649
hurried,hurried,8.36692428589,15,6.976374,0.877046,-0.440281,15,6.99067,1.571387,-0.439456,15,6.997714,2.281278,-0.461018,15,7.032267,2.5723,-0.568729,15,7.02771,2.804714,-0.562403,15,7.03009,2.933684,-0.583832
on,on,3.86221647263,14,3.333825,1.408274,0.531228,14,3.331898,2.1023,0.530913,14,3.336257,2.809875,0.528597,14,3.335246,3.099435,0.527135,14,3.335216,3.333724,0.52901,14,3.334142,3.46578,0.532096
alice,alice,5.38166809082,11,4.683432,2.229509,0.821235,11,4.691164,2.91501,0.81271,11,4.705169,3.60554,0.795665,11,4.696221,3.911113,0.811678,11,4.69297,4.144354,0.81063,11,4.686938,4.278087,0.812307
started,UNK,2.75507068634,9,3.663705,3.00416,0.774651,9,3.656752,3.660779,0.745769,9,3.668837,4.312443,0.706903,9,3.644926,4.645951,0.734838,9,3.63907,4.90138,0.757026,9,3.620373,5.066824,0.788737
to,to,2.32728672028,13,2.773255,1.985991,-1.01817,13,2.779753,2.672396,-0.988383,14,2.761505,3.402854,-0.909589,14,2.778913,3.739689,-0.906262,14,2.779644,3.987891,-0.913489,14,2.782466,4.186616,-0.880208
her,her,2.68654966354,14,2.358873,1.746253,-0.239738,14,2.354452,2.42849,-0.243906,14,2.357653,3.089148,-0.313706,14,2.35794,3.416087,-0.323602,15,2.360929,3.647527,-0.340364,15,2.361886,3.824352,-0.362264
feet,feet,4.51324367523,18,5.018054,1.825688,0.079435,18,5.032762,2.514735,0.086245,18,5.030345,3.170559,0.081411,18,5.02909,3.511535,0.095448,18,5.027879,3.756701,0.109174,18,5.028218,3.934885,0.110533
for,for,4.51522254944,18,4.556673,2.424572,0.598884,18,4.566688,3.104106,0.589371,18,4.569358,3.814363,0.643804,18,4.557302,4.164134,0.652599,18,4.553905,4.420219,0.663518,18,4.55359,4.60746,0.672575
it,it,2.43306350708,11,3.039277,2.079896,-0.344676,11,3.042819,2.763393,-0.340713,11,3.058885,3.385723,-0.42864,12,3.041567,3.763048,-0.401086,12,3.049913,3.998968,-0.421251,12,3.042099,4.187473,-0.419987
flashed,UNK,3.08705067635,10,3.850933,1.958188,-0.121708,10,3.85001,2.645454,-0.117939,11,3.866622,3.228031,-0.157692,11,3.846082,3.647231,-0.115817,11,3.852399,3.857094,-0.141874,11,3.841466,4.087804,-0.099669
across,across,6.89407396317,14,8.977726,0.10376,-1.85443,14,8.970073,0.792925,-1.85253,17,8.964736,1.396037,-1.83199,18,8.965792,1.782631,-1.8646,18,8.923248,2.045755,-1.81134,19,8.914343,2.240508,-1.8473
her,her,2.69533395767,14,1.937577,0.528307,0.424547,14,1.943813,1.218254,0.425329,15,1.945869,1.799481,0.403444,15,1.943956,2.187489,0.404858,15,1.932559,2.463777,0.418022,15,1.934015,2.655803,0.415295
mind,mind,9.06189155579,16,6.940058,0.455387,-0.07292,16,6.935079,1.145795,-0.072459,17,6.937188,1.72757,-0.071911,17,6.938122,2.11766,-0.069829,17,6.938019,2.394384,-0.069393,17,6.937728,2.586065,-0.069738
that,that,4.90672445297,14,4.039272,1.349385,0.893998,14,4.042507,2.031352,0.885557,15,4.019135,2.714407,0.986837,15,4.010027,3.124644,1.00698,15,4.02381,3.392939,0.998555,15,4.022974,3.584982,0.998917
she,she,2.34023284912,12,1.059517,0.600123,-0.749262,12,1.06241,1.264651,-0.766701,13,1.067541,1.917341,-0.797066,13,1.069261,2.338616,-0.786028,13,1.082146,2.598051,-0.794888,13,1.081844,2.785573,-0.799409
had,had,1.92500543594,17,2.00328,0.755921,0.155798,17,2.002553,1.422084,0.157433,18,2.005465,2.063791,0.14645,18,2.006941,2.481035,0.142419,18,2.007325,2.74152,0.143469,18,2.006798,2.930877,0.145304
never,never,4.85644245148,19,4.719172,0.808739,0.052818,19,4.719572,1.469991,0.047907,20,4.714422,2.119546,0.055755,20,4.716055,2.525436,0.044401,20,4.716331,2.783856,0.042336,20,4.712496,2.997068,0.066191
before,before,6.22513961792,20,7.820941,1.61347,0.804731,20,7.814539,2.322013,0.852022,21,7.825633,2.917641,0.798095,21,7.830014,3.298213,0.772777,21,7.829836,3.553303,0.769447,21,7.830497,3.759543,0.762475
seen,seen,11.132642746,20,6.29745,0.862202,-0.751268,20,6.297575,1.553255,-0.768758,22,6.30562,2.13066,-0.786981,22,6.297626,2.553251,-0.744962,22,6.30601,2.792767,-0.760536,22,6.306902,2.989872,-0.769671
a,a,1.71123838425,13,2.691288,1.792849,0.930647,13,2.691314,2.484046,0.930791,13,2.692554,3.06015,0.92949,13,2.694937,3.484404,0.931153,14,2.693261,3.724726,0.931959,14,2.693407,3.920375,0.930503
rabbit,rabbit,7.21909713745,19,7.651561,2.240228,0.447379,19,7.651383,2.931434,0.447388,20,7.64203,3.51376,0.45361,20,7.645748,3.908627,0.424223,20,7.643377,4.157896,0.43317,21,7.640478,4.373091,0.452716
with,with,4.3171582222,19,3.819585,1.571793,-0.668435,19,3.818192,2.266593,-0.664841,20,3.819125,2.870434,-0.643326,20,3.818082,3.266695,-0.641932,20,3.816343,3.524663,-0.633233,20,3.813255,3.741405,-0.631686
either,either,11.6468467712,21,10.396868,1.003337,-0.568456,21,10.398192,1.694934,-0.571659,22,10.41816,2.250853,-0.619581,22,10.397771,2.672519,-0.594176,22,10.426305,2.862525,-0.662138,22,10.42778,3.058762,-0.682643
a,a,3.94412732124,17,6.111382,3.078133,2.0748,17,6.111621,3.776895,2.08196,18,5.981789,4.376328,2.12547,18,5.969957,4.801698,2.12918,18,5.907524,5.000617,2.13809,18,5.891407,5.205704,2.14694
waistcoat,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pocket,UNK,1.70484113693,5,2.131029,2.483189,-0.594944,5,2.131055,3.173044,-0.603851,5,2.1194,3.756903,-0.619425,5,2.120414,4.14054,-0.661158,5,2.1243,4.397391,-0.603226,5,2.123711,4.612551,-0.593153
or,or,2.69756793976,22,5.824195,3.038219,0.55503,22,5.834523,3.711638,0.538594,23,5.371493,4.004834,0.247931,23,5.359932,4.332605,0.192065,23,5.296819,4.583271,0.18588,23,5.298813,4.777108,0.164557
